0,1
Documentation:Software development process,-0.03636363636363636
Documentation:Abstraction (computer science),-0.014388489208633094
Documentation:Recursion,-0.02
Documentation:Data,-0.00980392156862745
Documentation:Data structure,0.0
Documentation:Version control,0.008216619981325862
Documentation:Integrated development environment,-0.008403361344537815
Documentation:Application software,-0.017857142857142856
Documentation:Computer programming,-0.011428571428571429
Documentation:Abstraction,0.0
Documentation:Defensive programming,0.0
Documentation:Design,-0.020689655172413793
Documentation:Runtime (program lifecycle phase),0.0
Documentation:Algorithm,0.0
Documentation:Divide-and-conquer algorithm,0.0
Documentation:Decomposition,0.0
Documentation:Abstract data type,-0.020618556701030927
Documentation:Data type,-0.014388489208633094
Documentation:Implementation,-0.044444444444444446
Documentation:Analysis of algorithms,0.0
Documentation:Analysis,0.0
Documentation:Big O notation,0.0
Documentation:Software,0.05802758261774655
Documentation:Recurrence relation,0.0
Documentation:Brute-force search,0.0
Documentation:Backtracking,0.0
Documentation:Heuristic,0.0
Documentation:Dynamic programming,0.0
Documentation:Branch and bound,0.0
Documentation:System,0.015873015873015872
Documentation:Amdahl Corporation,0.0
Documentation:Amdahl's law,0.0
Documentation:Law,0.030171228596425445
Documentation:Inheritance (object-oriented programming),-0.011111111111111112
Documentation:Generic programming,-0.015503875968992248
Documentation:Polymorphism (computer science),-0.012658227848101266
Documentation:Abstract syntax,0.0
Documentation:Syntax,0.0
Documentation:Abstract syntax tree,0.0
Documentation:Finite-state machine,0.0
Documentation:Machine,0.0
Documentation:Computation,0.0
Documentation:Concept,0.031746031746031744
Documentation:Graphical user interface,0.015873015873015872
Documentation:User (computing),-0.015873015873015872
Documentation:User interface,0.015873015873015872
Documentation:Modeling and simulation,0.0
Documentation:Simulation,-0.0033112582781456954
Documentation:Copyright,0.02766439909297052
Documentation:Patent,0.041289933694996984
Documentation:Trademark,0.015873015873015872
Documentation:Property,0.0
Documentation:Priority queue,0.0
Documentation:Queue (abstract data type),0.0
Documentation:B-tree,0.0
Documentation:Red–black tree,0.0
Documentation:Ethics,0.028678547083455058
Documentation:Trade-off,0.0
Documentation:Tool,0.0
Documentation:Intellectual property,0.07351712614870509
Documentation:Understanding,0.0
Documentation:AVL tree,0.0
Documentation:Experiment,0.0
Documentation:Programming tool,-0.021052631578947368
Documentation:Software development,-0.01802528921172989
Documentation:C++,-0.008547008547008548
Documentation:Language,0.0
Documentation:Object (computer science),-0.014925373134328358
Documentation:Closure (computer programming),-0.007633587786259542
Documentation:Specification (technical standard),0.004900394162139127
Documentation:Documentation,0.0
Documentation:Type system,-0.005555555555555556
Documentation:Typing,0.0
Documentation:Subtyping,-0.013888888888888888
Documentation:Map,0.015873015873015872
Documentation:Programming language,-0.013377926421404682
Documentation:Experience,0.0
Documentation:Efficiency,0.0
Documentation:Debugging,-0.04395604395604396
Documentation:Construction,-0.009478672985781991
Documentation:Software design pattern,-0.013422818791946308
Debugging:Software development process,-0.010589410589410583
Debugging:Abstraction (computer science),0.04814609850581074
Debugging:Recursion,-0.00802197802197802
Debugging:Data,0.001185089420383539
Debugging:Data structure,0.05176750959883491
Debugging:Version control,-0.002327084680025855
Debugging:Integrated development environment,0.06464124111182935
Debugging:Application software,0.05128205128205128
Debugging:Computer programming,0.012747252747252746
Debugging:Abstraction,-0.01910828025477707
Debugging:Defensive programming,-0.10302197802197802
Debugging:Design,0.001288366805608187
Debugging:Runtime (program lifecycle phase),-0.16666666666666666
Debugging:Algorithm,0.07052078356426184
Debugging:Divide-and-conquer algorithm,-0.01282051282051282
Debugging:Decomposition,0.0
Debugging:Abstract data type,-0.041237113402061855
Debugging:Data type,-0.010198434658866315
Debugging:Implementation,-0.011233211233211233
Debugging:Analysis of algorithms,-0.0005052418845522284
Debugging:Analysis,0.01098901098901099
Debugging:Big O notation,0.02197802197802198
Debugging:Software,0.049840869513000666
Debugging:Recurrence relation,0.01098901098901099
Debugging:Brute-force search,-0.023255813953488372
Debugging:Backtracking,0.01098901098901099
Debugging:Heuristic,-0.02040816326530612
Debugging:Dynamic programming,0.015266612582048825
Debugging:Branch and bound,0.01098901098901099
Debugging:System,0.02621027621027621
Debugging:Amdahl Corporation,-0.022988505747126436
Debugging:Amdahl's law,0.01098901098901099
Debugging:Law,0.0
Debugging:Inheritance (object-oriented programming),-0.033455433455433455
Debugging:Generic programming,0.009711219013544596
Debugging:Polymorphism (computer science),-0.012658227848101266
Debugging:Abstract syntax,-0.058823529411764705
Debugging:Syntax,0.01098901098901099
Debugging:Abstract syntax tree,-0.0820342448249425
Debugging:Finite-state machine,0.0103425985778927
Debugging:Machine,-0.0033444816053511705
Debugging:Computation,0.02197802197802198
Debugging:Concept,0.0
Debugging:Graphical user interface,0.056272230185273664
Debugging:User (computing),0.028083028083028087
Debugging:User interface,0.0232582951029553
Debugging:Modeling and simulation,0.0
Debugging:Simulation,-0.006622516556291391
Debugging:Copyright,0.006907378335949765
Debugging:Patent,0.02197802197802198
Debugging:Trademark,0.0
Debugging:Property,0.0
Debugging:Priority queue,0.0017297517297517311
Debugging:Queue (abstract data type),0.01098901098901099
Debugging:B-tree,0.0
Debugging:Red–black tree,-0.011235955056179775
Debugging:Ethics,0.0
Debugging:Trade-off,-0.011363636363636364
Debugging:Tool,0.0
Debugging:Intellectual property,0.02197802197802198
Debugging:Understanding,0.0
Debugging:AVL tree,0.0
Debugging:Experiment,0.0
Debugging:Programming tool,-0.08374783111625217
Debugging:Software development,-0.029490283727571863
Debugging:C++,0.1746031746031746
Debugging:Language,0.05311690138015549
Debugging:Object (computer science),0.0290306708217156
Debugging:Closure (computer programming),-0.007633587786259542
Debugging:Specification (technical standard),-0.0024338078029353186
Debugging:Documentation,0.04395604395604396
Debugging:Type system,0.0547008547008547
Debugging:Typing,-0.01639344262295082
Debugging:Subtyping,-0.013888888888888888
Debugging:Map,0.0
Debugging:Programming language,0.08838987099856666
Debugging:Experience,0.0
Debugging:Efficiency,0.0
Debugging:Debugging,0.0
Debugging:Construction,0.0
Debugging:Software design pattern,-0.04697986577181208
Data:Software development process,0.002139037433155081
Data:Abstraction (computer science),-0.040555790661588376
Data:Recursion,0.0
Data:Data,0.0
Data:Data structure,-0.02551381998582565
Data:Version control,-0.03529411764705882
Data:Integrated development environment,0.023809523809523808
Data:Application software,0.04096638655462185
Data:Computer programming,0.018823529411764704
Data:Abstraction,0.010303484451105283
Data:Defensive programming,-0.08333333333333333
Data:Design,-0.013793103448275862
Data:Runtime (program lifecycle phase),0.0
Data:Algorithm,0.09045183290707588
Data:Divide-and-conquer algorithm,-0.01282051282051282
Data:Decomposition,0.00980392156862745
Data:Abstract data type,-0.021123913482918942
Data:Data type,-0.0039497813513894794
Data:Implementation,-0.0026143790849673214
Data:Analysis of algorithms,-0.013184584178498986
Data:Analysis,-0.02030456852791878
Data:Big O notation,0.00980392156862745
Data:Software,0.05978784956605593
Data:Recurrence relation,-0.02727272727272727
Data:Brute-force search,-0.023255813953488372
Data:Backtracking,-0.037815126050420166
Data:Heuristic,0.00980392156862745
Data:Dynamic programming,0.0030925121726542966
Data:Branch and bound,-0.04225352112676056
Data:System,0.021992580816110226
Data:Amdahl Corporation,-0.034482758620689655
Data:Amdahl's law,0.0
Data:Law,0.027836961556276053
Data:Inheritance (object-oriented programming),-0.05555555555555555
Data:Generic programming,-0.03875968992248062
Data:Polymorphism (computer science),-0.012658227848101266
Data:Abstract syntax,-0.058823529411764705
Data:Syntax,0.0392156862745098
Data:Abstract syntax tree,-0.023255813953488372
Data:Finite-state machine,0.00980392156862745
Data:Machine,0.01626336153190373
Data:Computation,0.027280477408354646
Data:Concept,0.001400560224089636
Data:Graphical user interface,0.01974992895709008
Data:User (computing),-0.034080298786181136
Data:User interface,0.029506948410432134
Data:Modeling and simulation,-0.0136986301369863
Data:Simulation,0.0030515517465264236
Data:Copyright,0.005722288915566226
Data:Patent,0.0
Data:Trademark,0.0
Data:Property,0.006127450980392157
Data:Priority queue,-0.018518518518518517
Data:Queue (abstract data type),-0.022222222222222223
Data:B-tree,-0.011642156862745098
Data:Red–black tree,-0.011235955056179775
Data:Ethics,0.006736436906050764
Data:Trade-off,-0.011363636363636364
Data:Tool,-0.008928571428571428
Data:Intellectual property,0.013759889920880633
Data:Understanding,0.002384737678855324
Data:AVL tree,-0.038461538461538464
Data:Experiment,-0.007659313725490197
