score,s1,s2
0.8975,"Massive amounts of data are being collected by public and private organisations, and research projects, while the Internet provides a very large source of information about almost every aspect of human life and society.","The course will equip students with theory, methods, and techniques to investigate different design situations, develop novel design ideas, and ask critical questions about the role of technology in society."
0.9185,Analysing such data can provide significant benefits to an organisation.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9368,This course provides a practical focus on the technology and research in the area of data mining.,"This course will provide an introduction to the field of Human-Computer Interaction and will introduce students to key interaction and experience design paradigms, approaches and methods."
0.9011,It focuses on the algorithms and techniques and less on the mathematical and statistical foundations.,"Differentiate between design paradigms, approaches, and methods and explain their applicability to different design contexts."
0.9384,Critically analyse and justify the steps involved in the data mining process.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9386,Anticipate and identify data issues related to data mining.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9274,Test and apply the principal algorithms and techniques used in data mining.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9223,Justify suitable techniques to use for a given data mining problem.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9398,Appraise and reflect upon the results of a data mining project using suitable measurements.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9271,Reflect upon ethical and social impacts of data mining.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
