score,s1,s2
0.9292,Computational Methods for Network Science covers the essentials of using computational approaches to pose and answer social science research problems.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9036,In doing so it also covers a selected set of network algorithms in depth.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9049,"This includes random graph models, homophily and friendship paradox, influence and contagion in networks, markets and network games, network resilence.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9154,"Furthermore, it also teaches students about the ethics of doing data-driven social science research.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9303,The course equips the students with in-depth knowledge and hands-on experience in working with network data to study social processes at both the individual and aggregate levels.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9022,"Graduates will be equipped with the technical, theoretical and conceptual skills and knowledge to start a budding career in this field of research.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9328,Demonstrate a thorough understanding of the fundamental principles of using computational approaches to formulate and answer social science questions.,"Understand and be able to use advanced data wrangling, data integration, and database techniques as relevant to data analytics."
0.9325,Demonstrate a working understanding in the ethical concerns of data drive analysis and experiments in human behavior.,"Understand and be able to use advanced data wrangling, data integration, and database techniques as relevant to data analytics."
0.9261,Apply network analysis algorithms in practical contexts.,Apply data integration concepts and techniques to heterogeneous and distributed data.
0.9274,"Analyze results from network algorithms, and articulate their limitations.","Interpret, assess and discuss data quality measurements."
0.9410,Communicate the process of formulating and solving computational social science problems to a team of professionals with computing and/or social sciences.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
