score,s1,s2
0.9366,"Real-time and embedded systems are all around us. Controlling cars, trains, or aeroplanes, as well as mobile phones, cameras, or A/V equipment, embedded systems are a challenging and demanding part of computer science and engineering.","Topics include: communication network architectures, signalling and modulation across physical media, real-world local and wide-area networks, internet protocol fundamentals, performance and monitoring of networks, routing, network security, and application protocols for distributed systems including web, email, video, internet-of-everything and other contemporary network topics."
0.9469,This course delivers foundations of real-time analysis and implementation of systems which are interconnected with the physical world (embedded systems).,"This course studies the standard models for the layered approach to communication between autonomous machines in a network, and the main characteristics of data transmission across various physical link types."
0.9360,It also delivers the principles of fault tolerant systems and highly reliable systems.,"It considers how to design networks and protocols for diverse situations, analyses several application and support protocols from a distributed systems viewpoint, and identifies significant problem areas in networked communications."
0.9387,"Techniques which are introduced include real-time calculus, real-time scheduling, elementary sensor data filtering and fusion methods, error recovery strategies, and graceful degradation methods.","It considers how to design networks and protocols for diverse situations, analyses several application and support protocols from a distributed systems viewpoint, and identifies significant problem areas in networked communications."
0.9091,Formulate real-time constraints.,Understand and describe the layered protocol model.
0.9187,Employ standard real-time programming constructs.,Understand and describe the layered protocol model.
0.9192,Develop a concept to handle the requests level of reliability.,"Describe and analyse various related technical, administrative and social aspects of specific computer network protocols from standards documents and other primary materials found through research."
0.9087,"Construct and implement an architecture for an asynchronous, distributed real-time system.",Program network communication services for client/server and other application layouts.
0.9235,Understand and consider constraints from physical dynamical systems.,Understand and describe the layered protocol model.
0.9278,Participate significantly in the enhancement of the reliability (or analysis) of safety critical systems.,"Describe and analyse various related technical, administrative and social aspects of specific computer network protocols from standards documents and other primary materials found through research."
