score,s1,s2
0.9015,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9296,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Apply data integration concepts and techniques to heterogeneous and distributed data.
0.9185,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Apply data integration concepts and techniques to heterogeneous and distributed data.
0.8886,Systems concepts.,"Interpret, assess and discuss data quality measurements."
0.9004,The Systems Engineering life-cycle and processes.,"Understand and be able to use advanced data wrangling, data integration, and database techniques as relevant to data analytics."
0.9361,"Conceptual system design: including problem definition, technical performance measures, quality function deployment (QFD), trade-off analyses, and system specification.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.8874,"Preliminary system design: subsystem design requirements, design review.","Justify and apply data cleaning, preprocessing, and standardisation for data analytics."
0.9245,"Detailed design and development: Detailed design requirements and design engineering activities; review and feedback, and incorporation of design changes.","This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.8974,"Design testing, evaluation and validation.","Interpret, assess and discuss data quality measurements."
0.9135,Design for sustainability: approaches that integrate sustainability principles into the design process.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9094,Integration of Systems Engineering and Software Engineering activities.,Apply data integration concepts and techniques to heterogeneous and distributed data.
0.9299,describe the holistic and multi-disciplinary nature of complex engineering projects.,Apply data integration concepts and techniques to heterogeneous and distributed data.
0.8924,describe the Systems Engineering life-cycle.,Apply data integration concepts and techniques to heterogeneous and distributed data.
0.8903,identify and explain the activities involved in each phase of the Systems Engineering life-cycle.,Apply data integration concepts and techniques to heterogeneous and distributed data.
0.8926,explain the role of Software Engineering within the broader context of Systems Engineering.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.9040,Students will also improve their ability to understand and solve complex and ill-defined problems.,"Understand and be able to use advanced data wrangling, data integration, and database techniques as relevant to data analytics."
0.8874,Students will also improve their ability to communicate with the multi-disciplinary engineering team and the community at large.,"Understand and be able to use advanced data wrangling, data integration, and database techniques as relevant to data analytics."
0.8974,Students will also improve their understanding of and commitment to ethical and professional responsibilities.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
0.8919,Students will also improve their ability to function as an individual and as a team leader and member in multi-disciplinary and multi-cultural teams.,"This course introduces core concepts of data cleaning, standardisation, and data integration, that are aimed at converting and mapping raw data into other formats that allow more efficient and convenient use and analysis of data. The courses also discusses data quality, management, and storage issues as relevant to data analytics."
