score,s1,s2
0.9324,This course provides students with hands-on experience of being a researcher in the computing discipline.,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.
0.9035,"It exposes the students to research skills, problem solving skills, team work and project management.",demonstrate a basic knowledge of numerical computing using an appropriate programming language.
0.8950,Each student will work on a small-scale research project supervised by an academic researcher.,demonstrate a basic knowledge of numerical computing using an appropriate programming language.
0.8842,"A central part of the course will be a mock-conference to which all students will submit a paper to about their research. Students will anonymously review each others papers, respond to the reviews and submit a final version of their paper that considers reviewer comments.",It will also look at practical methods of estimating and measuring algorithm/architecture performance.
0.8741,"At the end of the course, students will give a talk about their research and present a poster.",demonstrate a basic knowledge of numerical computing using an appropriate programming language.
0.9010,"Throughout the course there will be meetings where students discuss all aspects of their projects, as well as a set of lectures about different aspects of being a successful researcher.",It will also look at practical methods of estimating and measuring algorithm/architecture performance.
0.9180,Understand the main principles and concepts in at least two areas of computer science that are being actively shaped by research.,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.
0.9138,Have an understanding of the research methods being employed in these areas.,be able to reason about the accuracy of mathematical and numerical models of real physical phenomena.
0.9132,Have a basis of the knowledge and skills in research projects that can be built upon for more substantial projects.,appreciate the building blocks of scientific and engineering software.
0.9106,Have an understanding of how to be a successful researcher.,demonstrate a basic knowledge of numerical computing using an appropriate programming language.
0.8892,Have a finished research paper that can be submitted for publication to one of the conferences or workshops in the area of their project.,be competent in experimental computing in a numerical context and of the optimisation of algorithms on high performance architectures.
