score,s1,s2
0.8869,Commerce and research are being transformed by data-driven discovery and prediction.,Recall the history of parallel systems and describe the developments in the field.
0.9190,"Skills required for data analytics at massive levels – scalable data management on and off the cloud, parallel algorithms, statistical modeling, and proficiency with a complex ecosystem of tools and platforms – span a variety of disciplines and are not easy to obtain through conventional curricula.",Demonstrate advanced knowledge of the elements of parallel programming language and system implementation.
0.9154,"Tour the basic techniques of data science, including both SQL and NoSQL solutions for massive data management, basic statistical modeling (e.g., descriptive statistics, linear and non-linear regression), algorithms for machine learning and optimization, and fundamentals of knowledge representation and search.","Considers definitions of program efficiency on parallel computers, addresses the modelling, analysis and measurement of program performance."
0.9071,Learn key concepts in security and the use of cryptographic techniques in securing data.,Demonstrate advanced knowledge of the elements of parallel programming language and system implementation.
0.9427,"Demonstrate a conceptual understanding of database systems and architecture, data models and declarative query languages",Demonstrate advanced knowledge of the elements of parallel programming language and system implementation.
0.8725,"Define, query and manipulate a relational database",Be able to descriptively compare the performance of different programs and methods on one machine
0.9347,"Demonstrate basic knowledge and understanding of descriptive and predictive data analysis methods, optimization and search, and knowledge representation.",Demonstrate advanced knowledge of the elements of parallel programming language and system implementation.
0.8992,Formulate and extract descriptive and predictive statistics from data.,Be able to descriptively compare the performance of different programs and methods on one machine
0.9009,Analyse and interpret results from descriptive and predictive data analysis.,"Considers definitions of program efficiency on parallel computers, addresses the modelling, analysis and measurement of program performance."
0.9272,Apply their knowledge to a given problem domain and articulate potential data analysis problems.,Demonstrate advanced knowledge of the elements of parallel programming language and system implementation.
0.9009,"Identify potential pitfalls, and social and ethical implications of data science.","Considers definitions of program efficiency on parallel computers, addresses the modelling, analysis and measurement of program performance."
0.9012,"Explain key security concepts and the use of cryptographic techniques, digital signatures and PKI in security.","Considers definitions of program efficiency on parallel computers, addresses the modelling, analysis and measurement of program performance."
