score,s1,s2
0.9106,Commerce and research are being transformed by data-driven discovery and prediction.,"Students will extend their understanding of software productivity tools, using revision control for group work, and be introduced to test-driven development as an integral part of software construction."
0.9456,"Skills required for data analytics at massive levels – scalable data management on and off the cloud, parallel algorithms, statistical modeling, and proficiency with a complex ecosystem of tools and platforms – span a variety of disciplines and are not easy to obtain through conventional curricula.","Students will extend their understanding of software productivity tools, using revision control for group work, and be introduced to test-driven development as an integral part of software construction."
0.9358,"Tour the basic techniques of data science, including both SQL and NoSQL solutions for massive data management, basic statistical modeling (e.g., descriptive statistics, linear and non-linear regression), algorithms for machine learning and optimization, and fundamentals of knowledge representation and search.","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.9069,Learn key concepts in security and the use of cryptographic techniques in securing data.,"The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.9392,"Demonstrate a conceptual understanding of database systems and architecture, data models and declarative query languages","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.8833,"Define, query and manipulate a relational database","Use, implement, and evaluate fundamental data structures and associated algorithms; create, implement, debug, and evaluate algorithms for solving substantial problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type."
0.9475,"Demonstrate basic knowledge and understanding of descriptive and predictive data analysis methods, optimization and search, and knowledge representation.","Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9165,Formulate and extract descriptive and predictive statistics from data.,"Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9275,Analyse and interpret results from descriptive and predictive data analysis.,"Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9383,Apply their knowledge to a given problem domain and articulate potential data analysis problems.,"Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9143,"Identify potential pitfalls, and social and ethical implications of data science.","Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9083,"Explain key security concepts and the use of cryptographic techniques, digital signatures and PKI in security.","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
