score,s1,s2
0.8932,This course introduces the construction of web sites and web interface/interaction design.,Demonstrate an understanding of the propagation of a global constraint in a Constraint programming system.
0.8824,There is a key focus on the on new media / multimedia and its delivery on the world wide web.,Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.8630,"The course introduces multimedia as a combination of text, graphics, video, animation and sound for the purposes of information access, storage and dissemination.","This course provides foundations and plenty of exercises in practical optimisation problems, while covering all basic elements of optimisation including forms of constraint programming as well as variations on linear programming and convex optimisation."
0.8928,"Topics such as the nature and types of multimedia objects, components of a multimedia system, Web authoring, delivery tools, multimedia applications, spam, podcasts, RSS, web spam and societal implications of the web. Students will create multimedia applications using some or all of HTML, XHTML, JavaScript, animation, sound, video and 3D.","This course provides foundations and plenty of exercises in practical optimisation problems, while covering all basic elements of optimisation including forms of constraint programming as well as variations on linear programming and convex optimisation."
0.8795,The course provides an introduction to the latest web technologies.,"This course provides foundations and plenty of exercises in practical optimisation problems, while covering all basic elements of optimisation including forms of constraint programming as well as variations on linear programming and convex optimisation."
0.9290,"Understand and be able to develop and design web sites including multimedia content by applying current web design principles, guidelines and heuristics.",Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.8957,Apply a user-centred focus to the development and design of web sites.,Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.8974,"Demonstrate knowledge of accessibility, compliance with standards, privacy concerns and personalisation for web sites.",Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.9081,"Understand and be able to separately control the content, the appearance and the behaviour of web sites.",Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.9132,Understand and report on the nature and practice of human computer interaction research in an ethical environment.,Demonstrate an understanding of theoretical foundations of convex optimization and be able to use it to characterize optimal solutions to general problems.
