score,s1,s2
0.9558,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","This course will empower students with the ability and confidence necessary to exercise critical thinking and professional judgment to select and apply appropriate knowledge, practices and tools to the development of non-trivial software systems."
0.9274,Many of the skills gained are of use outside formal project management environments.,We will build on previous programming courses to deepen and broaden students' knowledge and understanding of the practices and tools used to build large software systems within complex environments.
0.9151,"Leadership,  Management, Professionalism, Ethics and Teamwork","Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.8229,Communication,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.8832,Project Context,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.9065,Project Management Body of Knowledge (PMBoK),"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.8980,Agile Project Planning,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.8917,Agile Project Management,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.9014,Project Scope Management,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.8994,Quality & Risk Management,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.9020,Project Control and Governance,"Knowledge, practices and tools considered in this course will include process models, requirements engineering, design, modelling and user experience."
0.9329,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","This course will empower students with the ability and confidence necessary to exercise critical thinking and professional judgment to select and apply appropriate knowledge, practices and tools to the development of non-trivial software systems."
0.9417,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,"Demonstrate an ability to use professional judgement to select and apply appropriate knowledge, practices and tools to analyse, design and solve problems relating to the software engineering activities listed above."
0.9302,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","Demonstrate an understanding of the following key software engineering activities within the context of a realistic software engineering process (Requirements, Design, Construction, Architectures, Testing, verification and validation)"
0.9396,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts.","Demonstrate an ability to use professional judgement to select and apply appropriate knowledge, practices and tools to analyse, design and solve problems relating to the software engineering activities listed above."
0.9281,"Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management.","This course will empower students with the ability and confidence necessary to exercise critical thinking and professional judgment to select and apply appropriate knowledge, practices and tools to the development of non-trivial software systems."
