score,s1,s2
0.8871,Commerce and research are being transformed by data-driven discovery and prediction.,Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.9108,"Skills required for data analytics at massive levels – scalable data management on and off the cloud, parallel algorithms, statistical modeling, and proficiency with a complex ecosystem of tools and platforms – span a variety of disciplines and are not easy to obtain through conventional curricula.",Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.9319,"Tour the basic techniques of data science, including both SQL and NoSQL solutions for massive data management, basic statistical modeling (e.g., descriptive statistics, linear and non-linear regression), algorithms for machine learning and optimization, and fundamentals of knowledge representation and search.","This course provides foundations and plenty of exercises in practical optimisation problems, while covering all basic elements of optimisation including forms of constraint programming as well as variations on linear programming and convex optimisation."
0.8939,Learn key concepts in security and the use of cryptographic techniques in securing data.,Demonstrate an understanding of theoretical foundations of convex optimization and be able to use it to characterize optimal solutions to general problems.
0.9093,"Demonstrate a conceptual understanding of database systems and architecture, data models and declarative query languages",Demonstrate an understanding of the propagation of a global constraint in a Constraint programming system.
0.8613,"Define, query and manipulate a relational database",Demonstrate an understanding of the propagation of a global constraint in a Constraint programming system.
0.9321,"Demonstrate basic knowledge and understanding of descriptive and predictive data analysis methods, optimization and search, and knowledge representation.",Demonstrate an understanding of theoretical foundations of convex optimization and be able to use it to characterize optimal solutions to general problems.
0.9108,Formulate and extract descriptive and predictive statistics from data.,Be able to recognize and formulate convex optimization problems arising in practice.
0.9129,Analyse and interpret results from descriptive and predictive data analysis.,Demonstrate an understanding of theoretical foundations of convex optimization and be able to use it to characterize optimal solutions to general problems.
0.9351,Apply their knowledge to a given problem domain and articulate potential data analysis problems.,Be able to recognize and formulate convex optimization problems arising in practice.
0.8990,"Identify potential pitfalls, and social and ethical implications of data science.",Be able to use a variety of meta-heuristics to escape local minima in a neighbourhood.
0.8878,"Explain key security concepts and the use of cryptographic techniques, digital signatures and PKI in security.","This course provides foundations and plenty of exercises in practical optimisation problems, while covering all basic elements of optimisation including forms of constraint programming as well as variations on linear programming and convex optimisation."
