score,s1,s2
0.9434,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","The course will equip students with theory, methods, and techniques to investigate different design situations, develop novel design ideas, and ask critical questions about the role of technology in society."
0.9287,Many of the skills gained are of use outside formal project management environments.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.8970,"Leadership,  Management, Professionalism, Ethics and Teamwork","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.8387,Communication,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9023,Project Context,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9013,Project Management Body of Knowledge (PMBoK),"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9104,Agile Project Planning,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.8950,Agile Project Management,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9057,Project Scope Management,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.8954,Quality & Risk Management,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9073,Project Control and Governance,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9411,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9532,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9234,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9499,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts.","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9178,"Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management.","The course will equip students with theory, methods, and techniques to investigate different design situations, develop novel design ideas, and ask critical questions about the role of technology in society."
