score,s1,s2
1.0000,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
1.0000,Many of the skills gained are of use outside formal project management environments.,Many of the skills gained are of use outside formal project management environments.
1.0000,"Leadership,  Management, Professionalism, Ethics and Teamwork","Leadership,  Management, Professionalism, Ethics and Teamwork"
1.0000,Communication,Communication
1.0000,Project Context,Project Context
1.0000,Project Management Body of Knowledge (PMBoK),Project Management Body of Knowledge (PMBoK)
1.0000,Agile Project Planning,Agile Project Planning
1.0000,Agile Project Management,Agile Project Management
1.0000,Project Scope Management,Project Scope Management
1.0000,Quality & Risk Management,Quality & Risk Management
1.0000,Project Control and Governance,Project Control and Governance
1.0000,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
1.0000,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.
1.0000,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
1.0000,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
1.0000,"Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management.","Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
