score,s1,s2
0.9313,This course introduces the construction of web sites and web interface/interaction design.,"Characterise key aspects of human-computer interaction, such as interaction design, the user experience, and user interfaces."
0.9189,There is a key focus on the on new media / multimedia and its delivery on the world wide web.,"Critically reflect on the role of technology in society, including issues of power, agency, and representation in design."
0.9146,"The course introduces multimedia as a combination of text, graphics, video, animation and sound for the purposes of information access, storage and dissemination.","Characterise key aspects of human-computer interaction, such as interaction design, the user experience, and user interfaces."
0.9095,"Topics such as the nature and types of multimedia objects, components of a multimedia system, Web authoring, delivery tools, multimedia applications, spam, podcasts, RSS, web spam and societal implications of the web. Students will create multimedia applications using some or all of HTML, XHTML, JavaScript, animation, sound, video and 3D.","Characterise key aspects of human-computer interaction, such as interaction design, the user experience, and user interfaces."
0.9195,The course provides an introduction to the latest web technologies.,"This course will provide an introduction to the field of Human-Computer Interaction and will introduce students to key interaction and experience design paradigms, approaches and methods."
0.9512,"Understand and be able to develop and design web sites including multimedia content by applying current web design principles, guidelines and heuristics.","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9342,Apply a user-centred focus to the development and design of web sites.,"Characterise key aspects of human-computer interaction, such as interaction design, the user experience, and user interfaces."
0.9286,"Demonstrate knowledge of accessibility, compliance with standards, privacy concerns and personalisation for web sites.","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9218,"Understand and be able to separately control the content, the appearance and the behaviour of web sites.","Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
0.9470,Understand and report on the nature and practice of human computer interaction research in an ethical environment.,"Investigate the activities and practices of a design space using design research methods, to identify opportunities and issues for design intervention."
