score,s1,s2
0.9063,This course introduces the construction of web sites and web interface/interaction design.,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.9024,There is a key focus on the on new media / multimedia and its delivery on the world wide web.,Many of the skills gained are of use outside formal project management environments.
0.8961,"The course introduces multimedia as a combination of text, graphics, video, animation and sound for the purposes of information access, storage and dissemination.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.9125,"Topics such as the nature and types of multimedia objects, components of a multimedia system, Web authoring, delivery tools, multimedia applications, spam, podcasts, RSS, web spam and societal implications of the web. Students will create multimedia applications using some or all of HTML, XHTML, JavaScript, animation, sound, video and 3D.","This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.8949,The course provides an introduction to the latest web technologies.,Many of the skills gained are of use outside formal project management environments.
0.9447,"Understand and be able to develop and design web sites including multimedia content by applying current web design principles, guidelines and heuristics.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.9238,Apply a user-centred focus to the development and design of web sites.,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.
0.9177,"Demonstrate knowledge of accessibility, compliance with standards, privacy concerns and personalisation for web sites.","This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.9169,"Understand and be able to separately control the content, the appearance and the behaviour of web sites.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.9411,Understand and report on the nature and practice of human computer interaction research in an ethical environment.,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
