COMP1110:COMP2100,Score
Formal methods:Integrated development environment,0.020762423417290676
Formal methods:Data,0.023076923076923078
Formal methods:Priority queue,-0.0196078431372549
Formal methods:Queue (abstract data type),-0.006837606837606838
Formal methods:B-tree,0.007692307692307693
Formal methods:Red–black tree,0.007692307692307693
Formal methods:AVL tree,-0.020833333333333332
Formal methods:Understanding,0.0
Formal methods:Intellectual property,0.015384615384615385
Formal methods:Property,0.0
Formal methods:Software,0.11946979574098218
Formal methods:Software development,0.0589590050667895
Formal methods:Computer programming,0.04203935599284437
Formal methods:Concept,-0.0010796221322537103
Formal methods:Type system,0.037628613424791776
Formal methods:Typing,0.0
Formal methods:Generic programming,-0.009205548549810844
Formal methods:Subtyping,-0.03942307692307692
Formal methods:Polymorphism (computer science),-0.018018967334035824
Formal methods:Map,0.0
Formal methods:Programming language,0.12652614289624967
Formal methods:Language,0.10371616455115462
Formal methods:Abstract syntax,-0.09423076923076923
Formal methods:Syntax,0.06770648706132577
Formal methods:Runtime (program lifecycle phase),-0.03406593406593406
Formal methods:Decomposition,0.0
Formal methods:C++,0.06565803864382064
Formal methods:Defensive programming,-0.03486088379705401
Formal methods:Design,0.015384615384615385
Formal methods:Algorithm,0.10694789081885857
Formal methods:Efficiency,0.0
Formal methods:Debugging,-0.002938634399308554
Formal methods:Recursion,0.0048582995951417015
Formal methods:Divide-and-conquer algorithm,0.007692307692307693
Formal methods:Abstract data type,-0.022994210090984284
Formal methods:Data type,-0.009157509157509153
Formal methods:Implementation,0.023076923076923078
Formal methods:Analysis of algorithms,0.007692307692307693
Formal methods:Analysis,-0.015306122448979591
Formal methods:Big O notation,0.0
Formal methods:Recurrence relation,0.0
Formal methods:Brute-force search,0.0
Formal methods:Backtracking,-0.024390243902439025
Formal methods:Heuristic,0.007692307692307693
Formal methods:Dynamic programming,0.0
Formal methods:Branch and bound,0.0
Formal methods:System,0.03146853146853147
Formal methods:Amdahl Corporation,-0.012345679012345678
Formal methods:Law,0.023076923076923078
Formal methods:Experiment,-0.0007822685788787479
Formal methods:Application software,0.017124542124542126
Formal methods:Abstraction,0.03076923076923077
Formal methods:Inheritance (object-oriented programming),0.0028846153846153848
Formal methods:Abstraction (computer science),-0.008109719737626711
Formal methods:Software design pattern,0.0012002182214948184
Formal methods:Tool,0.023076923076923078
Formal methods:Software development process,0.03461538461538462
Formal methods:Object (computer science),0.00023310023310023353
Formal methods:Closure (computer programming),-0.009114414996767937
Formal methods:Specification (technical standard),0.017984832069339114
Formal methods:Documentation,0.015384615384615385
Formal methods:Experience,0.0
Formal methods:Version control,-0.012195121951219513
Formal methods:Data structure,0.04565434565434566
Formal methods:Abstract syntax tree,-0.01730769230769231
Formal methods:Construction,0.007692307692307693
Formal methods:Finite-state machine,0.0572199730094467
Formal methods:Machine,0.011761426978818284
Formal methods:Programming tool,-0.05319148936170213
Formal methods:Computation,0.022898032200357785
Formal methods:Graphical user interface,0.038461538461538464
Formal methods:Ethics,0.0
Formal methods:Trade-off,-0.0038019451812555255
Formal methods:User interface,0.03076923076923077
Formal methods:Modeling and simulation,0.0
Formal methods:Simulation,0.035025112344699974
Formal methods:Copyright,0.0
Formal methods:Patent,0.007692307692307693
Formal methods:Trademark,0.0
Risk:Integrated development environment,0.0
Risk:Data,0.005154639175257732
Risk:Priority queue,0.0
Risk:Queue (abstract data type),-0.022222222222222223
Risk:B-tree,0.0
Risk:Red–black tree,0.0
Risk:AVL tree,-0.020833333333333332
Risk:Understanding,-0.016717748676511567
Risk:Intellectual property,0.010309278350515464
Risk:Property,-0.011583011583011582
Risk:Software,0.014968839186906634
Risk:Software development,-0.011976047904191617
Risk:Computer programming,-0.006473267801486454
Risk:Concept,-0.016006511123168747
Risk:Type system,0.0
Risk:Typing,0.0
Risk:Generic programming,0.0
Risk:Subtyping,0.0
Risk:Polymorphism (computer science),0.0
Risk:Map,0.0
Risk:Programming language,-0.0035587188612099642
Risk:Language,-0.0019880715705765406
Risk:Abstract syntax,0.0
Risk:Syntax,0.0
Risk:Runtime (program lifecycle phase),0.0
Risk:Decomposition,0.0
Risk:C++,0.0
Risk:Defensive programming,-0.02127659574468085
Risk:Design,-0.0019375594063025517
Risk:Algorithm,0.022547389424675754
Risk:Efficiency,0.0
Risk:Debugging,0.0
Risk:Recursion,-0.005371676614215952
Risk:Divide-and-conquer algorithm,0.0
Risk:Abstract data type,-0.010752688172043012
Risk:Data type,0.0
Risk:Implementation,-0.022222222222222223
Risk:Analysis of algorithms,0.0
Risk:Analysis,0.010361876709446667
