score,s1,s2
0.8961,"Real-time and embedded systems are all around us. Controlling cars, trains, or aeroplanes, as well as mobile phones, cameras, or A/V equipment, embedded systems are a challenging and demanding part of computer science and engineering.","The course provides the essential foundations which allow students to continue in a more in-depth cyber security career, yet can also be used a standalone unit to provide a self-contained set of knowledge."
0.9240,This course delivers foundations of real-time analysis and implementation of systems which are interconnected with the physical world (embedded systems).,Apply cyber security principles in a practical context.
0.9266,It also delivers the principles of fault tolerant systems and highly reliable systems.,Cyber Security Foundations introduces all essential cyber security principles.
0.9231,"Techniques which are introduced include real-time calculus, real-time scheduling, elementary sensor data filtering and fusion methods, error recovery strategies, and graceful degradation methods.","This includes principles of secure design, secrets minimization, least privilege, isolation, separation and encapsulation."
0.8989,Formulate real-time constraints.,Apply cyber security principles in a practical context.
0.9180,Employ standard real-time programming constructs.,Apply cyber security principles in a practical context.
0.9224,Develop a concept to handle the requests level of reliability.,Migrate insights from cyber security analysis into new designs.
0.8839,"Construct and implement an architecture for an asynchronous, distributed real-time system.","This includes principles of secure design, secrets minimization, least privilege, isolation, separation and encapsulation."
0.9101,Understand and consider constraints from physical dynamical systems.,Apply cyber security principles in a practical context.
0.9204,Participate significantly in the enhancement of the reliability (or analysis) of safety critical systems.,The interplay between failed security principles and vulnerabilities is investigated in detail.
