score,s1,s2
0.8252,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Apply basic algorithmic analysis to simple algorithms; use big-O notation formally, upper lower, and expected case bounds; use and solve recurrence relations; use appropriate algorithmic approaches to solve problems (brute-force, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming, branch-and-bound)."
0.8451,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Map programming language abstractions through to execution environment; use non-source (text) internal representations of programs (e.g., abstract syntax trees); sketch low-level run-time representations of core language constructs (objects and closures)."
0.8466,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Understand basic types and the benefits of static typing, with understanding of generics, subtyping, and overloading, and their roles in structuring programs"
0.8580,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Contrast the concepts of copyright, patenting, and trademarks as mechanisms for protecting intellectual property, within the legal context for these mechanisms;  understand, analyse, and evaluate ethical/social tradeoffs in technical decisions, evaluating stakeholder positions."
0.8605,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Use, implement, and evaluate more advanced data structures and associated algorithms; discuss factors other than computational efficiency for evaluating software; create, implement, debug, and evaluate algorithms for solving problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type; analyse design and implementation alternatives."
0.8623,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Describe contractual specifications, analyse documentation and specifications against other’s code, develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; explain the importance of correctness for quality software; understand common coding errors and how to avoid them; practice fundamental defensive programming; understand principles of secure design."
0.8640,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Understand, apply, and analyse state and state machines in expressing computations."
0.8775,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Explain how system components contribute to performance; understand Amdahl’s law and its limitations; design and conduct performance experiments; use software tools to profile and measure program performance
0.8778,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies."
0.8790,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them)."
0.8907,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Apply fundamental programming concepts for medium scale programs.
0.8995,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Understand fundamental concepts of GUIs and user interfaces; understand the basics of modeling and simulation.
0.9005,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.
0.9152,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process."
0.9196,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,The course also treats intellectual property considerations in software development and deployment.
0.8580,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Apply basic algorithmic analysis to simple algorithms; use big-O notation formally, upper lower, and expected case bounds; use and solve recurrence relations; use appropriate algorithmic approaches to solve problems (brute-force, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming, branch-and-bound)."
