score,s1,s2
0.7631,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Communication
0.8137,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Project Context
0.8417,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Project Scope Management
0.8484,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Leadership,  Management, Professionalism, Ethics and Teamwork"
0.8505,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Agile Project Planning
0.8547,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Project Management Body of Knowledge (PMBoK)
0.8555,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Project Control and Governance
0.8620,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Agile Project Management
0.8624,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
0.8637,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Quality & Risk Management
0.8711,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Many of the skills gained are of use outside formal project management environments.
0.8732,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.8761,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
0.8862,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
0.8890,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
