score,s1,s2
0.7886,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Compute entropy and mutual information of random variables.
0.8447,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Understand the principles of data compression.
0.8579,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8591,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8619,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8623,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Know the basic concepts regarding communications over noisy channels.
0.8637,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8712,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.",Implement and analyse basic coding and compression algorithms.
0.8735,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8197,The lectures will also address recent literature describing advances in operating systems.,Compute entropy and mutual information of random variables.
0.8512,The lectures will also address recent literature describing advances in operating systems.,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8612,The lectures will also address recent literature describing advances in operating systems.,Information theory studies the fundamental limits of the representation and transmission of information.
0.8780,The lectures will also address recent literature describing advances in operating systems.,Understand the principles of data compression.
0.8808,The lectures will also address recent literature describing advances in operating systems.,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8809,The lectures will also address recent literature describing advances in operating systems.,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8856,The lectures will also address recent literature describing advances in operating systems.,Implement and analyse basic coding and compression algorithms.
0.8897,The lectures will also address recent literature describing advances in operating systems.,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8947,The lectures will also address recent literature describing advances in operating systems.,Know the basic concepts regarding communications over noisy channels.
0.8148,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Compute entropy and mutual information of random variables.
0.8274,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Understand the principles of data compression.
0.8497,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8521,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Know the basic concepts regarding communications over noisy channels.
0.8651,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Implement and analyse basic coding and compression algorithms.
0.8678,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8695,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8729,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8927,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8328,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Compute entropy and mutual information of random variables.
0.8588,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8600,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8772,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8788,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Understand the principles of data compression.
0.8852,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Know the basic concepts regarding communications over noisy channels.
0.8869,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8893,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.9101,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications.",Implement and analyse basic coding and compression algorithms.
0.8384,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Compute entropy and mutual information of random variables.
0.8651,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Know the basic concepts regarding communications over noisy channels.
0.8662,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8666,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8722,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Information theory studies the fundamental limits of the representation and transmission of information.
0.8763,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Understand the principles of data compression.
0.8821,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8868,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.9208,describe and analyse the actual algorithms and data structures that are used in a particular operating system.,Implement and analyse basic coding and compression algorithms.
0.8320,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Compute entropy and mutual information of random variables.
0.8729,"define and analyse the structure of operating systems in general, especially those that support communicating processes.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8734,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Know the basic concepts regarding communications over noisy channels.
0.8751,"define and analyse the structure of operating systems in general, especially those that support communicating processes.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8776,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Understand the principles of data compression.
0.8863,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8921,"define and analyse the structure of operating systems in general, especially those that support communicating processes.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8944,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.9085,"define and analyse the structure of operating systems in general, especially those that support communicating processes.",Implement and analyse basic coding and compression algorithms.
0.8335,identify and describe the reasons for many architectural features of contemporary machines.,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8381,identify and describe the reasons for many architectural features of contemporary machines.,Compute entropy and mutual information of random variables.
0.8759,identify and describe the reasons for many architectural features of contemporary machines.,Information theory studies the fundamental limits of the representation and transmission of information.
0.8945,identify and describe the reasons for many architectural features of contemporary machines.,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8983,identify and describe the reasons for many architectural features of contemporary machines.,Understand the principles of data compression.
0.9016,identify and describe the reasons for many architectural features of contemporary machines.,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.9017,identify and describe the reasons for many architectural features of contemporary machines.,Implement and analyse basic coding and compression algorithms.
