score,s1,s2
0.7727,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Communication
0.8277,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Project Context
0.8352,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Project Scope Management
0.8413,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Leadership,  Management, Professionalism, Ethics and Teamwork"
0.8493,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Project Control and Governance
0.8497,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Agile Project Planning
0.8516,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Quality & Risk Management
0.8534,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
0.8558,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Agile Project Management
0.8580,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Project Management Body of Knowledge (PMBoK)
0.8708,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.8780,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
0.8820,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
0.8945,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Many of the skills gained are of use outside formal project management environments.
0.8951,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.
0.9016,This course provides an introduction to High Performance Computing with an orientation towards applications in science and engineering.,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.8091,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Communication
0.8546,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Project Context
0.8595,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Leadership,  Management, Professionalism, Ethics and Teamwork"
0.8634,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Quality & Risk Management
0.8675,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Project Scope Management
0.8687,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Project Management Body of Knowledge (PMBoK)
0.8733,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Agile Project Management
0.8752,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Project Control and Governance
0.8762,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
0.8802,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
0.8829,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Agile Project Planning
0.8936,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
0.8997,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.9021,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Many of the skills gained are of use outside formal project management environments.
0.9037,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.9136,Aspects of numerical computing and the design and construction of sophisticated scientific software will be considered.,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.
0.7772,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Communication
0.8193,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Quality & Risk Management
0.8242,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Project Scope Management
0.8260,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Project Context
0.8322,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Project Control and Governance
0.8346,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.","Leadership,  Management, Professionalism, Ethics and Teamwork"
0.8371,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Agile Project Management
0.8390,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Agile Project Planning
0.8523,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.",Project Management Body of Knowledge (PMBoK)
0.8555,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.","Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
0.8630,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.","Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
0.8668,"The focus will be on the C and C++ programming languages, although reflecting the reality of modern scientific computation this course will also touch on other languages such as Python, Java and FORTRAN95.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
