score,s1,s2
0.8028,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Compute entropy and mutual information of random variables.
0.8512,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Understand the principles of data compression.
0.8571,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8653,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8761,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Implement and analyse basic coding and compression algorithms.
0.8847,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Know the basic concepts regarding communications over noisy channels.
0.8914,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8978,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8982,"This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8216,Many of the skills gained are of use outside formal project management environments.,Compute entropy and mutual information of random variables.
0.8437,Many of the skills gained are of use outside formal project management environments.,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8644,Many of the skills gained are of use outside formal project management environments.,Information theory studies the fundamental limits of the representation and transmission of information.
0.8838,Many of the skills gained are of use outside formal project management environments.,Implement and analyse basic coding and compression algorithms.
0.8846,Many of the skills gained are of use outside formal project management environments.,Understand the principles of data compression.
0.8934,Many of the skills gained are of use outside formal project management environments.,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8938,Many of the skills gained are of use outside formal project management environments.,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.9060,Many of the skills gained are of use outside formal project management environments.,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.9222,Many of the skills gained are of use outside formal project management environments.,Know the basic concepts regarding communications over noisy channels.
0.7855,"Leadership,  Management, Professionalism, Ethics and Teamwork",Compute entropy and mutual information of random variables.
0.8147,"Leadership,  Management, Professionalism, Ethics and Teamwork","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8233,"Leadership,  Management, Professionalism, Ethics and Teamwork",Understand the principles of data compression.
0.8275,"Leadership,  Management, Professionalism, Ethics and Teamwork",Information theory studies the fundamental limits of the representation and transmission of information.
0.8379,"Leadership,  Management, Professionalism, Ethics and Teamwork",Implement and analyse basic coding and compression algorithms.
0.8515,"Leadership,  Management, Professionalism, Ethics and Teamwork",Know the basic concepts regarding communications over noisy channels.
0.8549,"Leadership,  Management, Professionalism, Ethics and Teamwork",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8622,"Leadership,  Management, Professionalism, Ethics and Teamwork","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8652,"Leadership,  Management, Professionalism, Ethics and Teamwork","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.7267,Communication,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.7886,Communication,Compute entropy and mutual information of random variables.
0.8015,Communication,Information theory studies the fundamental limits of the representation and transmission of information.
0.8188,Communication,Implement and analyse basic coding and compression algorithms.
0.8216,Communication,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8233,Communication,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8362,Communication,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8466,Communication,Understand the principles of data compression.
0.8735,Communication,Know the basic concepts regarding communications over noisy channels.
0.7576,Project Context,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8059,Project Context,Compute entropy and mutual information of random variables.
0.8107,Project Context,Information theory studies the fundamental limits of the representation and transmission of information.
0.8523,Project Context,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8525,Project Context,Implement and analyse basic coding and compression algorithms.
0.8543,Project Context,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8642,Project Context,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8699,Project Context,Understand the principles of data compression.
0.8932,Project Context,Know the basic concepts regarding communications over noisy channels.
0.8116,Project Management Body of Knowledge (PMBoK),"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8149,Project Management Body of Knowledge (PMBoK),Compute entropy and mutual information of random variables.
0.8427,Project Management Body of Knowledge (PMBoK),Information theory studies the fundamental limits of the representation and transmission of information.
0.8574,Project Management Body of Knowledge (PMBoK),Implement and analyse basic coding and compression algorithms.
0.8639,Project Management Body of Knowledge (PMBoK),Understand the principles of data compression.
0.8733,Project Management Body of Knowledge (PMBoK),"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8764,Project Management Body of Knowledge (PMBoK),"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8785,Project Management Body of Knowledge (PMBoK),Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8819,Project Management Body of Knowledge (PMBoK),Know the basic concepts regarding communications over noisy channels.
0.7912,Agile Project Planning,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8325,Agile Project Planning,Information theory studies the fundamental limits of the representation and transmission of information.
0.8326,Agile Project Planning,Compute entropy and mutual information of random variables.
0.8649,Agile Project Planning,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8714,Agile Project Planning,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8777,Agile Project Planning,Implement and analyse basic coding and compression algorithms.
0.8803,Agile Project Planning,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8851,Agile Project Planning,Understand the principles of data compression.
0.8969,Agile Project Planning,Know the basic concepts regarding communications over noisy channels.
0.7904,Agile Project Management,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8210,Agile Project Management,Compute entropy and mutual information of random variables.
0.8290,Agile Project Management,Information theory studies the fundamental limits of the representation and transmission of information.
0.8505,Agile Project Management,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8543,Agile Project Management,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8683,Agile Project Management,Implement and analyse basic coding and compression algorithms.
0.8737,Agile Project Management,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8781,Agile Project Management,Understand the principles of data compression.
0.8840,Agile Project Management,Know the basic concepts regarding communications over noisy channels.
0.7728,Project Scope Management,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8157,Project Scope Management,Compute entropy and mutual information of random variables.
0.8204,Project Scope Management,Information theory studies the fundamental limits of the representation and transmission of information.
0.8542,Project Scope Management,Implement and analyse basic coding and compression algorithms.
0.8568,Project Scope Management,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8573,Project Scope Management,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8603,Project Scope Management,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8612,Project Scope Management,Understand the principles of data compression.
0.8853,Project Scope Management,Know the basic concepts regarding communications over noisy channels.
0.7939,Quality & Risk Management,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8197,Quality & Risk Management,Compute entropy and mutual information of random variables.
0.8253,Quality & Risk Management,Information theory studies the fundamental limits of the representation and transmission of information.
0.8515,Quality & Risk Management,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8516,Quality & Risk Management,Implement and analyse basic coding and compression algorithms.
0.8570,Quality & Risk Management,Understand the principles of data compression.
0.8577,Quality & Risk Management,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8631,Quality & Risk Management,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8727,Quality & Risk Management,Know the basic concepts regarding communications over noisy channels.
0.7968,Project Control and Governance,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8089,Project Control and Governance,Compute entropy and mutual information of random variables.
0.8407,Project Control and Governance,Information theory studies the fundamental limits of the representation and transmission of information.
0.8541,Project Control and Governance,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8599,Project Control and Governance,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8616,Project Control and Governance,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8672,Project Control and Governance,Implement and analyse basic coding and compression algorithms.
0.8676,Project Control and Governance,Understand the principles of data compression.
0.8848,Project Control and Governance,Know the basic concepts regarding communications over noisy channels.
0.8000,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Compute entropy and mutual information of random variables.
0.8477,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8520,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Understand the principles of data compression.
0.8570,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Information theory studies the fundamental limits of the representation and transmission of information.
0.8584,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Implement and analyse basic coding and compression algorithms.
0.8736,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Know the basic concepts regarding communications over noisy channels.
0.8846,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8867,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8886,"Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project.",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8239,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Compute entropy and mutual information of random variables.
0.8529,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8600,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Information theory studies the fundamental limits of the representation and transmission of information.
0.8682,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Understand the principles of data compression.
0.8907,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Implement and analyse basic coding and compression algorithms.
0.8919,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Know the basic concepts regarding communications over noisy channels.
0.8956,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8987,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,"Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.9114,Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.,Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8161,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Compute entropy and mutual information of random variables.
0.8335,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Understand the principles of data compression.
0.8366,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Information theory studies the fundamental limits of the representation and transmission of information.
0.8405,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference."
0.8666,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Implement and analyse basic coding and compression algorithms.
0.8701,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Know the basic concepts regarding communications over noisy channels.
0.8781,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality",Understand the relationship of information theoretical principles and Bayesian inference in data modelling and pattern recognition.
0.8842,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","Understand some key theorems and inequalities that quantify essential limitations on compression, communication and inference."
0.8918,"Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality","Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships."
0.8249,"Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts.",Compute entropy and mutual information of random variables.
