score,s1,s2
0.8517,"This course covers a range of concepts, techniques and technologies in network security.","The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8746,"This course covers a range of concepts, techniques and technologies in network security.",identify and describe the reasons for many architectural features of contemporary machines.
0.8754,"This course covers a range of concepts, techniques and technologies in network security.","identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8862,"This course covers a range of concepts, techniques and technologies in network security.",describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8880,"This course covers a range of concepts, techniques and technologies in network security.",demonstrate experience in the design and implementation of a large software system.
0.8900,"This course covers a range of concepts, techniques and technologies in network security.","define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.9060,"This course covers a range of concepts, techniques and technologies in network security.",The lectures will also address recent literature describing advances in operating systems.
0.9066,"This course covers a range of concepts, techniques and technologies in network security.","This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8340,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",identify and describe the reasons for many architectural features of contemporary machines.
0.8508,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",The lectures will also address recent literature describing advances in operating systems.
0.8509,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",demonstrate experience in the design and implementation of a large software system.
0.8747,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8771,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8791,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8841,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.9171,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8833,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.","The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8918,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.",identify and describe the reasons for many architectural features of contemporary machines.
0.8972,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.",The lectures will also address recent literature describing advances in operating systems.
0.8982,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.","define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.9009,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.",describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.9069,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.","This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.9073,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.",demonstrate experience in the design and implementation of a large software system.
0.9219,"The course features hands-on lectures and labs to analyse network vulnerabilities, and design and implement appropriate defensive techniques.","identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8391,Explain network security issues.,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8404,Explain network security issues.,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8535,Explain network security issues.,describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8646,Explain network security issues.,"define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.8715,Explain network security issues.,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8896,Explain network security issues.,demonstrate experience in the design and implementation of a large software system.
0.8949,Explain network security issues.,The lectures will also address recent literature describing advances in operating systems.
0.9028,Explain network security issues.,identify and describe the reasons for many architectural features of contemporary machines.
0.8665,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.",The lectures will also address recent literature describing advances in operating systems.
0.8695,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.","The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8779,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.","define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.8786,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.","This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8828,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.",demonstrate experience in the design and implementation of a large software system.
0.8838,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.",describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8900,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.",identify and describe the reasons for many architectural features of contemporary machines.
0.8988,"Understand various threats and vulnerabilities of a network, and explain appropriate countermeasures.","identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8875,Perform simple penetration testing of a network and network services,The lectures will also address recent literature describing advances in operating systems.
0.8900,Perform simple penetration testing of a network and network services,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8900,Perform simple penetration testing of a network and network services,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8901,Perform simple penetration testing of a network and network services,describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8912,Perform simple penetration testing of a network and network services,"define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.8981,Perform simple penetration testing of a network and network services,identify and describe the reasons for many architectural features of contemporary machines.
0.9138,Perform simple penetration testing of a network and network services,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.9159,Perform simple penetration testing of a network and network services,demonstrate experience in the design and implementation of a large software system.
0.8788,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,identify and describe the reasons for many architectural features of contemporary machines.
0.8798,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8820,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,The lectures will also address recent literature describing advances in operating systems.
0.8895,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.9045,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.9077,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,"define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.9119,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,demonstrate experience in the design and implementation of a large software system.
0.9142,Perform a threat analysis / vulnerability assessment of protocol designs and implementations.,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8280,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,"The following topics are addressed: system programming and its facilities (including I/O, signals, job control, interprocess communication, sockets, transport layers, remote operations), system calls and their relation to the system libraries, process management and coordination, implementation of message passing, memory management, interrupt handling, real-time clocks, device-independent input/output, serial-line drivers, network communication, disk drivers, deadlock avoidance, scheduling paradigms, file systems, security."
0.8391,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,"This course takes a detailed look at the services provided by, and the internals of, an existing operating system to see how each part is constructed and integrated into the whole."
0.8416,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,The lectures will also address recent literature describing advances in operating systems.
0.8468,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,"define and analyse the structure of operating systems in general, especially those that support communicating processes."
0.8536,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,describe and analyse the actual algorithms and data structures that are used in a particular operating system.
0.8635,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,demonstrate experience in the design and implementation of a large software system.
0.8697,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,"identify and evaluate features of the system library of a particular operating system, and be able to apply this knowledge to program small applications."
0.8716,Design and implement appropriate defensive countermeasures against identified threats and vulnerabilities.,identify and describe the reasons for many architectural features of contemporary machines.
