score,s1,s2
0.8133,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Use the SQL language to define, query and manipulate a relational database."
0.8618,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Describe the basic concepts of the relational model and understand its mathematical foundation;
0.8656,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Understand the state of the art of database management systems, and big data management challenges (Amazon's Dynamo, Google's BigTable, MongoDB and MapReduce)."
0.8693,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","To deepen the understanding of relational databases, the current industry development of database systems such as NoSQL databases will be introduced at the end of this course."
0.8738,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Apply conceptual database modelling methods such as entity-relationship model to design a relational database.
0.8810,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",This course is an introduction to relational databases and the general skills for designing and using them.
0.8853,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Understand query processing and optimization, transaction and security management in a relational database management system."
0.8893,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security."
0.8895,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design.
0.7954,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.","Use the SQL language to define, query and manipulate a relational database."
0.8482,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",Describe the basic concepts of the relational model and understand its mathematical foundation;
0.8584,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",This course is an introduction to relational databases and the general skills for designing and using them.
0.8779,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.","To deepen the understanding of relational databases, the current industry development of database systems such as NoSQL databases will be introduced at the end of this course."
0.8829,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.","Understand the state of the art of database management systems, and big data management challenges (Amazon's Dynamo, Google's BigTable, MongoDB and MapReduce)."
0.8873,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",Apply conceptual database modelling methods such as entity-relationship model to design a relational database.
0.8952,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.","Understand query processing and optimization, transaction and security management in a relational database management system."
0.9104,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",Apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design.
