score,s1,s2
0.8651,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Have an awareness of good program organisation.
0.9026,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Have a practical understanding of the processing of scientific data.
0.9028,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.9035,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.9064,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Have an understanding of some widely-used algorithms.
0.9102,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",There is an emphasis on designing and writing correct code.
0.9118,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.9148,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.","Design, write and debug small programs to solve practical problems of a scientific nature."
0.9167,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Both top-down and object oriented design are taught.
0.9204,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",Testing and debugging are seen as integral to the programming enterprise.
0.9239,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9419,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.9485,"This course continues to build on topics taught in the previous two courses. It focuses on construction of medium scale programs, using design patterns and tools that are used in the software development process.",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.8651,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Have an awareness of good program organisation.
0.8805,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8862,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Have an understanding of some widely-used algorithms.
0.8907,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Have a practical understanding of the processing of scientific data.
0.8944,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,There is an emphasis on designing and writing correct code.
0.8958,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,"Design, write and debug small programs to solve practical problems of a scientific nature."
0.8971,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.9088,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.9108,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Both top-down and object oriented design are taught.
0.9119,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9151,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,Testing and debugging are seen as integral to the programming enterprise.
0.9169,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.9191,Students will gain further experience with industry standard revision control and integrated development environment (IDE) tools.,The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.8684,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Have an awareness of good program organisation.
0.8885,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Have a practical understanding of the processing of scientific data.
0.8899,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",There is an emphasis on designing and writing correct code.
0.8900,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8949,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Have an understanding of some widely-used algorithms.
0.9095,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).","Design, write and debug small programs to solve practical problems of a scientific nature."
0.9136,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Both top-down and object oriented design are taught.
0.9165,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9233,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Testing and debugging are seen as integral to the programming enterprise.
0.9265,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.9280,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.9287,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.9352,"Students will learn appropriate application of programming abstractions they have learned in previous courses to the structuring of medium scale software: inheritance, generic types, polymorphism, procedural abstraction, and abstract recursive data structures (including abstract syntax trees as a program representation, and tools that manipulate them).",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8558,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Have an awareness of good program organisation.
0.8726,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",There is an emphasis on designing and writing correct code.
0.8843,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Have a practical understanding of the processing of scientific data.
0.8845,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8867,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.","Design, write and debug small programs to solve practical problems of a scientific nature."
0.8885,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Testing and debugging are seen as integral to the programming enterprise.
0.8950,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Have an understanding of some widely-used algorithms.
0.8957,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Both top-down and object oriented design are taught.
0.8990,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.9044,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.9068,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.9104,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9225,"The course also covers more advanced data structures, such as priority queues, B-trees, red-black trees, and AVL trees, and deepens understanding of appropriate algorithmic strategies.",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.8883,The course also treats intellectual property considerations in software development and deployment.,Have an awareness of good program organisation.
0.9021,The course also treats intellectual property considerations in software development and deployment.,There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.9029,The course also treats intellectual property considerations in software development and deployment.,Have an understanding of some widely-used algorithms.
0.9073,The course also treats intellectual property considerations in software development and deployment.,Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
