score,s1,s2
0.8429,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Students will be introduced to an industrial strength object oriented programming language, extending their understanding of the imperative programming paradigm with a solid grounding in object oriented programming."
0.8450,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Distinguish language definition from implementation, syntax and parsing from semantics and evaluation, understand how program state maps to memory (globals, local, heap), and understand the implications of heap reachability for memory management."
0.8500,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.8525,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Use, implement, and evaluate fundamental data structures and associated algorithms; create, implement, debug, and evaluate algorithms for solving substantial problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type."
0.8543,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",The important role of standard libraries and their collection types will be emphasized.  GUI programming will be introduced.
0.8545,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Apply basic algorithmic analysis to simple algorithms; use appropriate algorithmic approaches to solve problems (brute-force, divide-and-conquer, recursive backtracking, heuristic)."
0.8610,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",The theory of data structures and their time and space complexity will thus be tied to the practice of using standard collections such as those offered by object oriented languages.
0.8619,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Major foci are data structures, object oriented programming, and an introduction to software engineering."
0.8648,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Understand the basics of event-driven programming, and its use in constructing GUIs"
0.8655,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",This course introduces students to the fundamentals of software development with a substantial group software project at its center.
0.8699,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.8711,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Apply fundamental programming concepts, using an object oriented programming language, to solve substantial problems."
0.8768,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; understand common coding errors and how to avoid them; practice fundamental defensive programming; perform individual and team program reviews; use established design principles to organize a software system."
0.8790,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Inheritance, polymorphism, and parametric types are taught, as well as concepts such as boxing and auto boxing."
0.8822,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","The foundations of software engineering including: major development paradigms (such as big plan up front, agile, and formal methods), risk are introduced."
0.8834,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Students will extend their understanding of software productivity tools, using revision control for group work, and be introduced to test-driven development as an integral part of software construction."
0.8923,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.8530,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Distinguish language definition from implementation, syntax and parsing from semantics and evaluation, understand how program state maps to memory (globals, local, heap), and understand the implications of heap reachability for memory management."
0.8639,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Use, implement, and evaluate fundamental data structures and associated algorithms; create, implement, debug, and evaluate algorithms for solving substantial problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type."
0.8724,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Apply basic algorithmic analysis to simple algorithms; use appropriate algorithmic approaches to solve problems (brute-force, divide-and-conquer, recursive backtracking, heuristic)."
0.8742,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Inheritance, polymorphism, and parametric types are taught, as well as concepts such as boxing and auto boxing."
0.8789,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",The important role of standard libraries and their collection types will be emphasized.  GUI programming will be introduced.
0.8860,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.8882,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",The theory of data structures and their time and space complexity will thus be tied to the practice of using standard collections such as those offered by object oriented languages.
0.8927,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.8970,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Students will be introduced to an industrial strength object oriented programming language, extending their understanding of the imperative programming paradigm with a solid grounding in object oriented programming."
0.9001,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; understand common coding errors and how to avoid them; practice fundamental defensive programming; perform individual and team program reviews; use established design principles to organize a software system."
0.9062,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Understand the basics of event-driven programming, and its use in constructing GUIs"
0.9090,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9104,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Major foci are data structures, object oriented programming, and an introduction to software engineering."
0.9132,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",This course introduces students to the fundamentals of software development with a substantial group software project at its center.
0.9138,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","The foundations of software engineering including: major development paradigms (such as big plan up front, agile, and formal methods), risk are introduced."
0.9149,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Students will extend their understanding of software productivity tools, using revision control for group work, and be introduced to test-driven development as an integral part of software construction."
0.9166,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Apply fundamental programming concepts, using an object oriented programming language, to solve substantial problems."
0.8563,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Distinguish language definition from implementation, syntax and parsing from semantics and evaluation, understand how program state maps to memory (globals, local, heap), and understand the implications of heap reachability for memory management."
0.8579,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Use, implement, and evaluate fundamental data structures and associated algorithms; create, implement, debug, and evaluate algorithms for solving substantial problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type."
0.8585,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Inheritance, polymorphism, and parametric types are taught, as well as concepts such as boxing and auto boxing."
0.8618,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Apply basic algorithmic analysis to simple algorithms; use appropriate algorithmic approaches to solve problems (brute-force, divide-and-conquer, recursive backtracking, heuristic)."
0.8683,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.8809,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Students will be introduced to an industrial strength object oriented programming language, extending their understanding of the imperative programming paradigm with a solid grounding in object oriented programming."
0.8846,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",The important role of standard libraries and their collection types will be emphasized.  GUI programming will be introduced.
0.8860,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","The course includes a deeper treatment of data structures, using hash tables, trees and lists, which are used to provide concrete implementations of abstract library collection types."
0.8987,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; understand common coding errors and how to avoid them; practice fundamental defensive programming; perform individual and team program reviews; use established design principles to organize a software system."
0.9009,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",The theory of data structures and their time and space complexity will thus be tied to the practice of using standard collections such as those offered by object oriented languages.
0.9038,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","The foundations of software engineering including: major development paradigms (such as big plan up front, agile, and formal methods), risk are introduced."
0.9073,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools."
0.9074,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Major foci are data structures, object oriented programming, and an introduction to software engineering."
0.9084,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",This course introduces students to the fundamentals of software development with a substantial group software project at its center.
0.9101,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Understand the basics of event-driven programming, and its use in constructing GUIs"
