score,s1,s2
0.7786,"This course covers a range of concepts, techniques and technologies in network security.",Communication
0.8283,"This course covers a range of concepts, techniques and technologies in network security.",Project Context
0.8333,"This course covers a range of concepts, techniques and technologies in network security.",Project Scope Management
0.8418,"This course covers a range of concepts, techniques and technologies in network security.",Agile Project Planning
0.8422,"This course covers a range of concepts, techniques and technologies in network security.",Agile Project Management
0.8454,"This course covers a range of concepts, techniques and technologies in network security.",Project Control and Governance
0.8499,"This course covers a range of concepts, techniques and technologies in network security.","Demonstrate key project management skills such as scope determination; task decomposition; effort estimation, schedule creation and tracking; progress reporting; and management of risk and quality"
0.8506,"This course covers a range of concepts, techniques and technologies in network security.",Quality & Risk Management
0.8513,"This course covers a range of concepts, techniques and technologies in network security.","Leadership,  Management, Professionalism, Ethics and Teamwork"
0.8628,"This course covers a range of concepts, techniques and technologies in network security.",Project Management Body of Knowledge (PMBoK)
0.8682,"This course covers a range of concepts, techniques and technologies in network security.","Employ research, critical thinking and reflection to formulate and communicate an argument concerning project management concepts."
0.8695,"This course covers a range of concepts, techniques and technologies in network security.","Identify and describe the impact  of business  context on a software development project, including an understanding of the role professional ethics plays in the conduct of a successful project."
0.8762,"This course covers a range of concepts, techniques and technologies in network security.","Demonstrate teamwork and collaboration skills, and an understanding of the difference between leadership and management."
0.8864,"This course covers a range of concepts, techniques and technologies in network security.","This course aims to provide students with sufficient knowledge of the basic principles of software project management that they may support a project manager to carry out the project administrative functions of a program office, understand leadership and management within the context of an agile project development team, and understand the context in which project management is conducted."
0.8904,"This course covers a range of concepts, techniques and technologies in network security.",Evaluate the features of traditional and agile approaches to managing software development to decide an appropriate project management approach for a project in a business context.
0.8953,"This course covers a range of concepts, techniques and technologies in network security.",Many of the skills gained are of use outside formal project management environments.
0.7305,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Communication
0.7774,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Project Context
0.7948,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Project Scope Management
0.8056,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Agile Project Planning
0.8064,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Agile Project Management
0.8103,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Quality & Risk Management
0.8160,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Project Control and Governance
