score,s1,s2
0.8298,"This course covers a range of concepts, techniques and technologies in network security.",Students will also improve their ability to function as an individual and as a team leader and member in multi-disciplinary and multi-cultural teams.
0.8385,"This course covers a range of concepts, techniques and technologies in network security.",Students will also improve their ability to communicate with the multi-disciplinary engineering team and the community at large.
0.8426,"This course covers a range of concepts, techniques and technologies in network security.","Design testing, evaluation and validation."
0.8487,"This course covers a range of concepts, techniques and technologies in network security.",Students will also improve their ability to understand and solve complex and ill-defined problems.
0.8526,"This course covers a range of concepts, techniques and technologies in network security.",Students will also improve their understanding of and commitment to ethical and professional responsibilities.
0.8540,"This course covers a range of concepts, techniques and technologies in network security.","Detailed design and development: Detailed design requirements and design engineering activities; review and feedback, and incorporation of design changes."
0.8577,"This course covers a range of concepts, techniques and technologies in network security.","Preliminary system design: subsystem design requirements, design review."
0.8627,"This course covers a range of concepts, techniques and technologies in network security.","Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply."
0.8634,"This course covers a range of concepts, techniques and technologies in network security.",Systems concepts.
0.8796,"This course covers a range of concepts, techniques and technologies in network security.","Conceptual system design: including problem definition, technical performance measures, quality function deployment (QFD), trade-off analyses, and system specification."
0.8820,"This course covers a range of concepts, techniques and technologies in network security.",describe the holistic and multi-disciplinary nature of complex engineering projects.
0.8858,"This course covers a range of concepts, techniques and technologies in network security.",Design for sustainability: approaches that integrate sustainability principles into the design process.
0.8872,"This course covers a range of concepts, techniques and technologies in network security.","Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams."
0.8875,"This course covers a range of concepts, techniques and technologies in network security.",Integration of Systems Engineering and Software Engineering activities.
0.8901,"This course covers a range of concepts, techniques and technologies in network security.",describe the Systems Engineering life-cycle.
0.8905,"This course covers a range of concepts, techniques and technologies in network security.",The Systems Engineering life-cycle and processes.
0.8975,"This course covers a range of concepts, techniques and technologies in network security.",identify and explain the activities involved in each phase of the Systems Engineering life-cycle.
0.8986,"This course covers a range of concepts, techniques and technologies in network security.","Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems."
0.9015,"This course covers a range of concepts, techniques and technologies in network security.",explain the role of Software Engineering within the broader context of Systems Engineering.
0.7992,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Students will also improve their ability to communicate with the multi-disciplinary engineering team and the community at large.
0.7998,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Systems concepts.
0.8060,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Students will also improve their ability to function as an individual and as a team leader and member in multi-disciplinary and multi-cultural teams.
0.8096,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Students will also improve their understanding of and commitment to ethical and professional responsibilities.
0.8187,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",describe the Systems Engineering life-cycle.
0.8205,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Students will also improve their ability to understand and solve complex and ill-defined problems.
0.8233,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","Design testing, evaluation and validation."
0.8310,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Integration of Systems Engineering and Software Engineering activities.
0.8323,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",describe the holistic and multi-disciplinary nature of complex engineering projects.
0.8325,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",Design for sustainability: approaches that integrate sustainability principles into the design process.
0.8333,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",The Systems Engineering life-cycle and processes.
0.8378,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",identify and explain the activities involved in each phase of the Systems Engineering life-cycle.
0.8435,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.",explain the role of Software Engineering within the broader context of Systems Engineering.
0.8469,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","Preliminary system design: subsystem design requirements, design review."
0.8500,"This includes an overview of relevant network protocols and cryptography; analyses of designs and implementations of security protocols, including basic tools and techniques; an understanding of network threats and attacks such as eavesdropping, spoofing, protocol failures, DoS attacks and man-in-the-middle attacks; network defence including threat analysis and identification, architecture control, intrusion detection and layered security.","Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply."
