score,s1,s2
0.8333,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Have an awareness of good program organisation.
0.8386,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Both top-down and object oriented design are taught.
0.8405,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8423,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8474,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",There is an emphasis on designing and writing correct code.
0.8587,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Have an understanding of some widely-used algorithms.
0.8681,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","Design, write and debug small programs to solve practical problems of a scientific nature."
0.8695,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.8705,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Testing and debugging are seen as integral to the programming enterprise.
0.8750,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.8793,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",Have a practical understanding of the processing of scientific data.
0.8840,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.8879,"Society relies on many complex systems of interacting technology, people, processes, laws and other elements. Examples of such systems include air transport, telecommunications and energy supply.","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.8622,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Have an awareness of good program organisation.
0.8828,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8897,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8921,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",There is an emphasis on designing and writing correct code.
0.8934,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Both top-down and object oriented design are taught.
0.8957,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.8981,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Have an understanding of some widely-used algorithms.
0.9029,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","Design, write and debug small programs to solve practical problems of a scientific nature."
0.9093,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Testing and debugging are seen as integral to the programming enterprise.
0.9134,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.9238,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9268,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",Have a practical understanding of the processing of scientific data.
0.9273,"Systems Engineering is a holistic, multi-disciplinary and well established approach to the engineering of these complex systems.",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.8455,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Have an awareness of good program organisation.
0.8857,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Both top-down and object oriented design are taught.
0.8883,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8912,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",There is an emphasis on designing and writing correct code.
0.8923,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8930,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Have an understanding of some widely-used algorithms.
0.8945,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.9035,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","Design, write and debug small programs to solve practical problems of a scientific nature."
0.9110,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.9130,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Have a practical understanding of the processing of scientific data.
0.9133,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.9186,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.","The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.9219,"Because software is a critical component of such systems, Software Engineers will often work in Systems Engineering teams.",Testing and debugging are seen as integral to the programming enterprise.
0.8458,Systems concepts.,Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8598,Systems concepts.,There will be an introduction to widely-used computer science algorithms and to machine architecture.
0.8671,Systems concepts.,The course will be taught using one or more programming languages which are widely applicable to scientific work.
0.8683,Systems concepts.,"Design, write and debug small programs to solve practical problems of a scientific nature."
0.8706,Systems concepts.,There is an emphasis on designing and writing correct code.
0.8715,Systems concepts.,Both top-down and object oriented design are taught.
0.8817,Systems concepts.,Have an understanding of some widely-used algorithms.
0.8842,Systems concepts.,Testing and debugging are seen as integral to the programming enterprise.
0.8873,Systems concepts.,Have an understanding of practical aspects of machine architecture including finite precision and rounding errors.
0.8876,Systems concepts.,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data."
0.8896,Systems concepts.,Have an awareness of good program organisation.
0.8922,Systems concepts.,This course teaches introductory programming within a problem solving framework applicable to the sciences.
0.8941,Systems concepts.,Have a practical understanding of the processing of scientific data.
0.8593,The Systems Engineering life-cycle and processes.,Be able to describe and design small computer programs using both procedural and object-oriented methodologies.
0.8669,The Systems Engineering life-cycle and processes.,There is an emphasis on designing and writing correct code.
