score,s1,s2
0.8381,This course teaches introductory programming within a problem solving framework applicable to the sciences.,"Given a description of a regular language, either in English, as a regular expression or as a grammar, generate a finite state automaton that recognizes that language. Similarly, given a deterministic or nondeterministic automaton, give a description of the language which it accepts."
0.8805,This course teaches introductory programming within a problem solving framework applicable to the sciences.,"Given an inductive definition of a simple data structure, write a recursive definition of a given simple operation on data of that type. Given some such recursively defined operations, prove simple properties of these functions using the appropriate structural induction principle."
0.8981,This course teaches introductory programming within a problem solving framework applicable to the sciences.,"This course presents some formal notations that are commonly used for the description of computation and of computing systems, for the specification of software and for mathematically rigorous arguments about program properties."
0.9047,This course teaches introductory programming within a problem solving framework applicable to the sciences.,"Apply the concepts of standard mathematical logic to produce proofs or refutations of well-formed propositions or arguments phrased in English or in a variety of formal notations (first order logic, discrete mathematics or Hoare Logic)."
0.9049,This course teaches introductory programming within a problem solving framework applicable to the sciences.,Prove simple programs correct using Hoare Logic.
0.9065,This course teaches introductory programming within a problem solving framework applicable to the sciences.,"The following areas of study constitute the backbone of the course. Predicate calculus and natural deduction, inductive definitions of data types as a basis for recursive functions and structural induction, formal language theory (particularly regular expressions, finite state machines and context free grammars), and specification languages."
0.9151,This course teaches introductory programming within a problem solving framework applicable to the sciences.,Design a Turing Machine which will accomplish simple tasks.
0.8303,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.","Given a description of a regular language, either in English, as a regular expression or as a grammar, generate a finite state automaton that recognizes that language. Similarly, given a deterministic or nondeterministic automaton, give a description of the language which it accepts."
0.8605,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.","Given an inductive definition of a simple data structure, write a recursive definition of a given simple operation on data of that type. Given some such recursively defined operations, prove simple properties of these functions using the appropriate structural induction principle."
0.8800,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.",Prove simple programs correct using Hoare Logic.
0.8904,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.","Apply the concepts of standard mathematical logic to produce proofs or refutations of well-formed propositions or arguments phrased in English or in a variety of formal notations (first order logic, discrete mathematics or Hoare Logic)."
0.9060,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.","This course presents some formal notations that are commonly used for the description of computation and of computing systems, for the specification of software and for mathematically rigorous arguments about program properties."
0.9070,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.","The following areas of study constitute the backbone of the course. Predicate calculus and natural deduction, inductive definitions of data types as a basis for recursive functions and structural induction, formal language theory (particularly regular expressions, finite state machines and context free grammars), and specification languages."
0.9075,"The course emphasises technical programming, the simulation of scientific systems and the processing of scientific data.",Design a Turing Machine which will accomplish simple tasks.
0.7948,There is an emphasis on designing and writing correct code.,"Given a description of a regular language, either in English, as a regular expression or as a grammar, generate a finite state automaton that recognizes that language. Similarly, given a deterministic or nondeterministic automaton, give a description of the language which it accepts."
0.8286,There is an emphasis on designing and writing correct code.,"Given an inductive definition of a simple data structure, write a recursive definition of a given simple operation on data of that type. Given some such recursively defined operations, prove simple properties of these functions using the appropriate structural induction principle."
0.8499,There is an emphasis on designing and writing correct code.,"Apply the concepts of standard mathematical logic to produce proofs or refutations of well-formed propositions or arguments phrased in English or in a variety of formal notations (first order logic, discrete mathematics or Hoare Logic)."
0.8519,There is an emphasis on designing and writing correct code.,"The following areas of study constitute the backbone of the course. Predicate calculus and natural deduction, inductive definitions of data types as a basis for recursive functions and structural induction, formal language theory (particularly regular expressions, finite state machines and context free grammars), and specification languages."
0.8628,There is an emphasis on designing and writing correct code.,"This course presents some formal notations that are commonly used for the description of computation and of computing systems, for the specification of software and for mathematically rigorous arguments about program properties."
0.8828,There is an emphasis on designing and writing correct code.,Prove simple programs correct using Hoare Logic.
0.8995,There is an emphasis on designing and writing correct code.,Design a Turing Machine which will accomplish simple tasks.
