score,s1,s2
0.8388,Information theory studies the fundamental limits of the representation and transmission of information.,"Modern communication technologies such as WiFi, Bring Your Own Device (BYOD), and Internet of Things (IoT) help us to stay connected with our family, friends, and work regardless of present location."
0.8451,Information theory studies the fundamental limits of the representation and transmission of information.,"You will also develop a working knowledge of measuring risks and security threats and considering network monitoring and management procedures. Finally, you will build an ethics awareness and the communication skills needed to apply these networking concepts to a range of real-life analytical scenarios."
0.8516,Information theory studies the fundamental limits of the representation and transmission of information.,"Networked Information Systems (NISs) are becoming an essential part of everyday experiences, in our kitchen appliances, cars, and public transport and for Internet banking and shopping."
0.8531,Information theory studies the fundamental limits of the representation and transmission of information.,"Because they can make or break a day, understanding how networks work, and how they should be set up and managed to for reliability, scalability, mobility, and security is of the utmost importance to us."
0.8662,Information theory studies the fundamental limits of the representation and transmission of information.,Create a virtual machine and apply tools for packet analysis and file encryption in a lab environment.
0.8666,Information theory studies the fundamental limits of the representation and transmission of information.,"You will have the foundational basis to understand, evaluate, and compare new technologies and their applications."
0.8748,Information theory studies the fundamental limits of the representation and transmission of information.,Apply logical and physical networks at levels from the local area to the Internet.
0.8773,Information theory studies the fundamental limits of the representation and transmission of information.,Data communications and computer networking systems are growing rapidly in both size and function. It is impossible to think of a successful business day without the Internet.
0.8792,Information theory studies the fundamental limits of the representation and transmission of information.,"Discuss how network applications and their components work in real-life socio-economic, ethical, and legal contexts and evaluate their risks."
0.8800,Information theory studies the fundamental limits of the representation and transmission of information.,"Apply network design principles, topologies, architectures, and their components."
0.8830,Information theory studies the fundamental limits of the representation and transmission of information.,"In this course, you will learn fundamental concepts of data communication and networking in addition to gaining a working knowledge of network scalability, mobility, security, and managing capabilities."
0.8935,Information theory studies the fundamental limits of the representation and transmission of information.,"Analyse the role of network standards, protocols, and layered models."
0.8365,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.",Apply logical and physical networks at levels from the local area to the Internet.
0.8393,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Networked Information Systems (NISs) are becoming an essential part of everyday experiences, in our kitchen appliances, cars, and public transport and for Internet banking and shopping."
0.8409,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Modern communication technologies such as WiFi, Bring Your Own Device (BYOD), and Internet of Things (IoT) help us to stay connected with our family, friends, and work regardless of present location."
0.8529,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","You will have the foundational basis to understand, evaluate, and compare new technologies and their applications."
0.8536,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","You will also develop a working knowledge of measuring risks and security threats and considering network monitoring and management procedures. Finally, you will build an ethics awareness and the communication skills needed to apply these networking concepts to a range of real-life analytical scenarios."
0.8544,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.",Data communications and computer networking systems are growing rapidly in both size and function. It is impossible to think of a successful business day without the Internet.
0.8594,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.",Create a virtual machine and apply tools for packet analysis and file encryption in a lab environment.
0.8610,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Because they can make or break a day, understanding how networks work, and how they should be set up and managed to for reliability, scalability, mobility, and security is of the utmost importance to us."
0.8675,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Apply network design principles, topologies, architectures, and their components."
0.8683,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Analyse the role of network standards, protocols, and layered models."
0.8732,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","Discuss how network applications and their components work in real-life socio-economic, ethical, and legal contexts and evaluate their risks."
0.8936,"This course provides an introduction to information theory, studying fundamental concepts such as probability, information, and entropy and examining their applications in the areas of data compression, coding, communications, pattern recognition and probabilistic inference.","In this course, you will learn fundamental concepts of data communication and networking in addition to gaining a working knowledge of network scalability, mobility, security, and managing capabilities."
0.8640,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Modern communication technologies such as WiFi, Bring Your Own Device (BYOD), and Internet of Things (IoT) help us to stay connected with our family, friends, and work regardless of present location."
0.8791,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.",Data communications and computer networking systems are growing rapidly in both size and function. It is impossible to think of a successful business day without the Internet.
0.8849,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Because they can make or break a day, understanding how networks work, and how they should be set up and managed to for reliability, scalability, mobility, and security is of the utmost importance to us."
0.8892,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Networked Information Systems (NISs) are becoming an essential part of everyday experiences, in our kitchen appliances, cars, and public transport and for Internet banking and shopping."
0.8893,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.",Create a virtual machine and apply tools for packet analysis and file encryption in a lab environment.
0.8951,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","You will also develop a working knowledge of measuring risks and security threats and considering network monitoring and management procedures. Finally, you will build an ethics awareness and the communication skills needed to apply these networking concepts to a range of real-life analytical scenarios."
0.8976,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","You will have the foundational basis to understand, evaluate, and compare new technologies and their applications."
0.9061,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.",Apply logical and physical networks at levels from the local area to the Internet.
0.9159,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Discuss how network applications and their components work in real-life socio-economic, ethical, and legal contexts and evaluate their risks."
0.9186,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","In this course, you will learn fundamental concepts of data communication and networking in addition to gaining a working knowledge of network scalability, mobility, security, and managing capabilities."
0.9193,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Apply network design principles, topologies, architectures, and their components."
0.9194,"Understand and apply fundamental concepts in information theory such as probability, entropy, information content and their inter-relationships.","Analyse the role of network standards, protocols, and layered models."
0.8301,Understand the principles of data compression.,"Because they can make or break a day, understanding how networks work, and how they should be set up and managed to for reliability, scalability, mobility, and security is of the utmost importance to us."
0.8390,Understand the principles of data compression.,"Modern communication technologies such as WiFi, Bring Your Own Device (BYOD), and Internet of Things (IoT) help us to stay connected with our family, friends, and work regardless of present location."
0.8527,Understand the principles of data compression.,"Networked Information Systems (NISs) are becoming an essential part of everyday experiences, in our kitchen appliances, cars, and public transport and for Internet banking and shopping."
0.8550,Understand the principles of data compression.,"Discuss how network applications and their components work in real-life socio-economic, ethical, and legal contexts and evaluate their risks."
0.8565,Understand the principles of data compression.,"You will also develop a working knowledge of measuring risks and security threats and considering network monitoring and management procedures. Finally, you will build an ethics awareness and the communication skills needed to apply these networking concepts to a range of real-life analytical scenarios."
0.8601,Understand the principles of data compression.,Data communications and computer networking systems are growing rapidly in both size and function. It is impossible to think of a successful business day without the Internet.
0.8697,Understand the principles of data compression.,"You will have the foundational basis to understand, evaluate, and compare new technologies and their applications."
0.8747,Understand the principles of data compression.,"Apply network design principles, topologies, architectures, and their components."
0.8779,Understand the principles of data compression.,Apply logical and physical networks at levels from the local area to the Internet.
