score,s1,s2
0.8361,The course introduces students to some fundamentals of research methodology.,"Distinguish language definition from implementation, syntax and parsing from semantics and evaluation."
0.8489,The course introduces students to some fundamentals of research methodology.,These include distributed software revision control systems.
0.8528,The course introduces students to some fundamentals of research methodology.,"Students learn the organization of programming languages using types, how programs are evaluated (reduction), functional composition, recursive functions, algebraic data types, pattern matching, parametric polymorphism, higher-order functions."
0.8538,The course introduces students to some fundamentals of research methodology.,"Discuss basic algorithmic analysis for simple algorithms; determine appropriate algorithmic approaches to a problem (brute-force, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming)."
0.8546,The course introduces students to some fundamentals of research methodology.,"Students learn the basic ingredients of imperative programs: mutable variables, sequencing, conditionals, iteration, functions, eager evaluation, and side effects."
0.8561,The course introduces students to some fundamentals of research methodology.,"Discuss, use, and apply the fundamentals of data structures, algorithms, and design; create, implement, and debug algorithms for solving simple problems, including recursively, using divide-and-conquer, and via decomposition."
0.8630,The course introduces students to some fundamentals of research methodology.,"Describe, understand and evolve programs, via documentation, testing, and debugging."
0.8771,The course introduces students to some fundamentals of research methodology.,Understand the legal context for protection of software as intellectual property.
0.8899,The course introduces students to some fundamentals of research methodology.,Understand basic types and the benefits of static typing.
0.8965,The course introduces students to some fundamentals of research methodology.,"Students also gain exposure to structural induction and proof, introduction to asymptotic analysis of basic data structures, abstract data types, modules, laziness, and streams."
0.8973,The course introduces students to some fundamentals of research methodology.,The functional paradigm demonstrates elegant solutions to many programming problems.
0.9000,The course introduces students to some fundamentals of research methodology.,"Apply fundamental programming concepts, using a functional programming language, to solve simple problems."
0.9123,The course introduces students to some fundamentals of research methodology.,Describe and apply alternative computational paradigms to simple problems.
0.9124,The course introduces students to some fundamentals of research methodology.,"Data structures and algorithms, the key concepts at the core of computer science, receive their first treatment in this course. The course addresses both functional and imperative programming paradigms."
0.9148,The course introduces students to some fundamentals of research methodology.,"The course also introduces imperative programming as an alternative paradigm to functional programming, highlighting similarities and contrasting differences."
0.9173,The course introduces students to some fundamentals of research methodology.,"The course covers functional programming in depth, developing the core idea of functions operating on data structures."
0.9231,The course introduces students to some fundamentals of research methodology.,This course is the first of three core computer science courses on programming.
0.9310,The course introduces students to some fundamentals of research methodology.,"The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.9324,The course introduces students to some fundamentals of research methodology.,It introduces students to the field of computer science as a discipline for solving problems through computation and provides the foundation for more advanced courses on programming and software development.
