score,s1,s2
0.8653,This course is an introduction to relational databases and the general skills for designing and using them.,"Distinguish language definition from implementation, syntax and parsing from semantics and evaluation."
0.8765,This course is an introduction to relational databases and the general skills for designing and using them.,These include distributed software revision control systems.
0.8779,This course is an introduction to relational databases and the general skills for designing and using them.,"Discuss basic algorithmic analysis for simple algorithms; determine appropriate algorithmic approaches to a problem (brute-force, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming)."
0.8825,This course is an introduction to relational databases and the general skills for designing and using them.,"Students learn the basic ingredients of imperative programs: mutable variables, sequencing, conditionals, iteration, functions, eager evaluation, and side effects."
0.8848,This course is an introduction to relational databases and the general skills for designing and using them.,Understand the legal context for protection of software as intellectual property.
0.8945,This course is an introduction to relational databases and the general skills for designing and using them.,"The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.8946,This course is an introduction to relational databases and the general skills for designing and using them.,"Students learn the organization of programming languages using types, how programs are evaluated (reduction), functional composition, recursive functions, algebraic data types, pattern matching, parametric polymorphism, higher-order functions."
0.9010,This course is an introduction to relational databases and the general skills for designing and using them.,"Students also gain exposure to structural induction and proof, introduction to asymptotic analysis of basic data structures, abstract data types, modules, laziness, and streams."
0.9031,This course is an introduction to relational databases and the general skills for designing and using them.,"Describe, understand and evolve programs, via documentation, testing, and debugging."
0.9047,This course is an introduction to relational databases and the general skills for designing and using them.,This course is the first of three core computer science courses on programming.
0.9075,This course is an introduction to relational databases and the general skills for designing and using them.,Understand basic types and the benefits of static typing.
0.9075,This course is an introduction to relational databases and the general skills for designing and using them.,"Discuss, use, and apply the fundamentals of data structures, algorithms, and design; create, implement, and debug algorithms for solving simple problems, including recursively, using divide-and-conquer, and via decomposition."
0.9083,This course is an introduction to relational databases and the general skills for designing and using them.,The functional paradigm demonstrates elegant solutions to many programming problems.
0.9090,This course is an introduction to relational databases and the general skills for designing and using them.,Describe and apply alternative computational paradigms to simple problems.
0.9147,This course is an introduction to relational databases and the general skills for designing and using them.,The course also introduces students to standard productivity tools for software development that will be used throughout the course and remainder of the computer science degree.
0.9167,This course is an introduction to relational databases and the general skills for designing and using them.,"The course also introduces imperative programming as an alternative paradigm to functional programming, highlighting similarities and contrasting differences."
0.9188,This course is an introduction to relational databases and the general skills for designing and using them.,"Apply fundamental programming concepts, using a functional programming language, to solve simple problems."
0.9280,This course is an introduction to relational databases and the general skills for designing and using them.,"Data structures and algorithms, the key concepts at the core of computer science, receive their first treatment in this course. The course addresses both functional and imperative programming paradigms."
0.9336,This course is an introduction to relational databases and the general skills for designing and using them.,"The course covers functional programming in depth, developing the core idea of functions operating on data structures."
0.9349,This course is an introduction to relational databases and the general skills for designing and using them.,It introduces students to the field of computer science as a discipline for solving problems through computation and provides the foundation for more advanced courses on programming and software development.
0.8420,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.",This course is the first of three core computer science courses on programming.
0.8440,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.","The Advanced version of this course covers these topics in more depth, allowing students to deepen their understanding and experience."
0.8735,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.",The course also introduces students to standard productivity tools for software development that will be used throughout the course and remainder of the computer science degree.
0.8752,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.",Understand the legal context for protection of software as intellectual property.
0.8816,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.",It introduces students to the field of computer science as a discipline for solving problems through computation and provides the foundation for more advanced courses on programming and software development.
0.8826,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.",These include distributed software revision control systems.
0.8915,"The topics include the relational data model, SQL, entity-relationship model, functional dependencies, (de-)normalisation, relational algebra, query processing and optimisation, database transactions and security.","Apply fundamental programming concepts, using a functional programming language, to solve simple problems."
