score,s1,s2
0.8346,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","The lectures will be complemented by a series of workshops, labs and assignments that require students to do some small research focused tasks that help them get a hands-on experience of research, both individually and in teams of students."
0.8460,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Ability to carry out literature searches and some ability to critically evaluate literature.
0.8469,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Demonstrate an improved ability to use an active approach to learning and to undertake reflective professional practice.
0.8473,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",The course introduces students to some fundamentals of research methodology.
0.8487,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Demonstrate an ability to communicate in relation to an computing project in oral, written and graphical forms, with an an appreciation of the need to pitch any communication item appropriately for the audience."
0.8491,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Workshops cover topics such as research integrity, time management and project management, teamwork, reading strategies, report writing, and presenting research. At the end of the course, students will be confident to start working on their own research projects."
0.8500,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Demonstrate an ability to undertake and manage a research project of significant size and scope.
0.8532,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","Design and conduct experiments, devise appropriate measurements, analyze and interpret data and form reliable conclusions."
0.8562,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Demonstrate awareness of the importance of documenting all aspects of the development of an computing project of significant magnitude.
0.8573,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",This includes demonstrated skills in the writing of abstracts and research papers.
0.8624,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","The course comprises a series of lectures which cover the following topics: Philosophy of Science, Quantitative Research Methods, Qualitative Research Methods, Basic Machine Learning Methods, Theoretical Research Methods, How to find a Research Topic, Literature Analysis, Reading and Reviewing Papers, Research Ethics and Commercialising Research."
0.8648,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Demonstrate an awareness of the existence of technological choices; and make appropriate choices based on a consideration of design criteria.
0.8836,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.","This includes different tasks such as topic modelling, statistical analysis, applying different machine learning techniques to solve a problem in a team, proving theorems, complexity analysis, designing a research project, reviewing papers and presenting papers."
0.8849,"Software Security covers advanced techniques in software vulnerability assessment, discovery and mitigation.",Understanding of the process of identifying and formulating research problems.
0.8031,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",Demonstrate an ability to undertake and manage a research project of significant size and scope.
0.8097,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",The course introduces students to some fundamentals of research methodology.
0.8098,"These include: common patterns in software vulnerabilities, such as stack-based buffer overflow, format string vulnerabilities, and heap-based vulnerabilities; exploitation techniques such as code injection, return-oriented-programming; techniques for vulnerability discovery, such as program binaries reverse engineering, fuzzing and symbolic execution; and mitigation techniques such as memory protection mechanisms, input sanitation, and control flow integrity protection.",Demonstrate an improved ability to use an active approach to learning and to undertake reflective professional practice.
